JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
23-Feb-12,"36"" Nkpoku - Bomu Trunkline @ Agbonchia",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/778618_36in_Nkpoku-Bomu_trunkline_at_Agbonchia_Photos.pdf,Recovery of spilled volume commenced on 22nd February 2012 and was completed 9th March 2012. Initial Cleanup of residual impacted area was completed on 30th April 2012. ,Land,"Site remediation is ongoing, Site certification planned for October 2012.",february,19-Feb-12,156.8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/778618_36in_Nkpoku-Bomu_trunkline_at_Agbonchia_JIV.pdf,2012,Sabotage/Theft
1-Mar-12,Kanbo Well 5L Right of Way ,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779000_Kanbo_Well5_flowline_at_Egbema-Angalabiri_Photos.pdf,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 23rd April 2012.,Swamp,JIV was delayed due to break down of the Swamp Buggy required to access the underwater spill point. Site Certification completed on 4th May 2012.,february,20-Feb-12,0.08,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779000_Kanbo_Well5_flowline_at_Egbema-Angalabiri_JIV.pdf,2012,Operational
24-Feb-12,"18"" Assa - Rumuekpe Trunkline at Awara ",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779129_18in_Assa-Rumuekpe_pipeline_at_Awara_Photos.pdf,No recoverable oil was found on site. Initial cleanup of residual impacted area was completed on 28th February 2012.,Land,"JIV spanned 2 days, 24th through 25th February 2012. Site certification was completed on 25th June 2012.",february,20-Feb-12,2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779129_18in_Assa-Rumuekpe_pipeline_at_Awara_JIV.pdf,2012,Operational
24-Feb-12,"6"" Obigbo North - Ogale pipeline at Komkom",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779136_6in_ObigboNorth-Ogale_pipeline_at_KomKom_Photos.pdf,Recovery of spilled volume was completed on 25th February 2012. Initial Cleanup of residual impacted area completed on 14th March 2012.,Land,"Remediation is ongoing, Site certification planned for October 2012.",february,20-Feb-12,103.2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779136_6in_ObigboNorth-Ogale_pipeline_at_KomKom_JIV.pdf,2012,Sabotage/Theft
16-Mar-12,"28"" Nkpoku -Bomu Pipeline at Aleto-Nchia-Eleme",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779324_28inch_Nkpoku-Bomu_Pipeline_at_Aleto-Nchia-Eleme_photos.pdf,Recovery of spilled volume commenced on 26th February 2012 and was completed on 25th March 2012. Initial Cleanup of residual impacted area was completed on 17th May 2012.,Land,"JIV commenced on 26th February 2012 and was concluded on 16th March 2012. Delay due to time required to depressurize the line and safely expose the spill point for inspection and repair. Remediation is ongoing, Site Certification is planned for October 2012. Schedule considers the spill area and complexity of the terrain.",february,21-Feb-12,2755,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779324_28inch_Nkpoku-Bomu_pipeline_Aleto-Nchia-Eleme_JIV_Report.pdf,2012,Sabotage/Theft
11-Apr-12,"10"" Ekulama 2 Pipeline @ Sanbarth / Luckyland",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/780528_10in_Ekulama2_pipeline_at_Luckyland_Photos.pdf,Recovery of spilled volume was completed on 12th April 2012. Initial Cleanup of residual impacted area was completed on 3rd May 2012.,Swamp,JIV was delayed due to security reasons and the need to construct a Cofferdam. Site Certification was completed on 29th August 2012.,february,23-Feb-12,5.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/780528_10in_Ekulama2_pipeline_at_Luckyland_JIV.pdf,2012,Operational
27-Feb-12,SPM 3 Bonny Crude Loading Platform Offshore,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/782670_SPM3_BonnyCrudeLoadingPlatform_Photos.pdf,No recoverable oil was found on site. Certification completed 29th August 2012.,Water,JIV recommends no cleanup action required. Closed. ,february,27-Feb-12,14,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/782670_SPM3_BonnyCrudeLoadingPlatform_JIV.pdf,2012,Operational
JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
2-Mar-12,"36"" Rumuekpe - Nkpoku  Pipeline at Omuigwe-Aluu",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/784201_36in_Rumuekpe-Nkpoku_pipeline_at_Omuigwe-Aluu_Photos.pdf,Recovery of spilled volume commenced on 2nd March 2012 and was completed on 5th March 2012. Initial cleanup of residual impacted area commenced on 23rd April  2012 and was completed on 5th May 2012. Site remediation was completed 7th July 2012.,Land,Site Certification was completed on 29th August 2012.,march,1-Mar-12,291.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/784201_36in_Rumuekpe-Nkpoku_pipeline_at_Omuigwe-Aluu_JIV.pdf,2012,Sabotage/Theft
9-Mar-12,"24"" Nkpoku - Bomu Trunkline at Egballor",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/787065_24in_Nkpoku-Bomu_pipeline_at_Egballor_Photos.pdf, No recoverable oil was found on site.,Land,JIV recommends no cleanup action required. Closed.,march,8-Mar-12,0.2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/787065_24in_Nkpoku-Bomu_pipeline_at_Egballor_JIV.pdf,2012, Sabotage/Theft
13-Mar-12,"36"" Rumuekpe - Nkpoku Trunkline at Mbodo-Aluu",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/787833_36in_Rumuekpe-Nkpoku_pipeline_at_Mbodo-Aluu_Photos.pdf,Recovery of spilled volume was completed on 13th March 2012. Initial cleanup of residual impacted area commenced on 23rd April  2012 and was completed on 5th May 2012. Site remediation was completed 7th July 2012.,Land,Site Certification was completed on 29th August 2012.,march,12-Mar-12,52.8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/787833_36in_Rumuekpe-Nkpoku_pipeline_at_Mbodo-Aluu_JIV.pdf,2012, Sabotage/Theft
15-Mar-12,"8"" Nkali pipeline at Odagwa",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/788449_8in_Nkali_pipeline_at_Odagwa_Photos.pdf,Recovery of spilled volume was completed on 15th March 2012. Initial cleanup of residual impacted area commenced on 3rd April 2012 and was completed on 23rd April 2012. Remediation was completed on 17th August 2012.,Land,Site certification was completed on 15th October 2012.,march,13-Mar-12,0.67,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/788449_8inch_Nkali_pipeline_at_Odagwa_JIV_Report.pdf,2012, Sabotage/Theft
20-Mar-12,"16"" Nun-River - Kolo Creek Trunkline at Oporoma",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/788815_16in_NunRiver-Kolocreek_pipeline_at_Oporoma_Photos.pdf,Recovery of spilled volume commenced on 20th March 2012.  Initial Cleanup of residual impacted area was completed on 15th May 2012. ,Swamp,"On 29th April 2012, prior to completion of oil recovery, a fire was started at the site by unknown persons. Remediation is ongoing, Site certification planned for October 2012.",march,13-Mar-12,344.8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/788815_16in_NunRiver-Kolocreek_pipeline_at_Oporoma_JIV.pdf,2012,Sabotage/Theft
17-Mar-12,16’’ Nun River-Kolocreek Trunkline at Angiama-Gbeni,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/789470_16in_NunRiver-Kolocreek_trunkline_at_Angiama-Gbeni_Photos.pdf,Recovery of spilled volume commenced on 17th March 2012 and was completed on 2nd May 2012. Initial Cleanup of residual impacted area was completed on 17th May 2012.,Swamp, Site certification was completed on 19th September 2012.,march,16-Mar-12,74,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/789470_16in_NunRiver-Kolocreek_trunkline_at_Angiama-Gbeni_JIV.pdf,2012,Sabotage/Theft
20-Mar-12,"8"" Isimiri - Imo Gate delivery line at Isimiri.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/789675_8in_Isimiri_pipeline_at_Obiakpu_Photos.pdf,Recovery of spilled volume was completed on 20th March 2012.  Initial cleanup of residual impacted area commenced on 3rd April  2012 and was completed on 23rd April 2012,Land,Site Certification was completed on 13th  August 2012.,march,16-Mar-12,14,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/789675_8in_Isimiri_pipeline_at_Obiakpu_JIV_Report.pdf,2012, Sabotage/Theft
22-Mar-12,"12"" Kokori-Eriemu Delivery line at Oteri/Agbarha.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/791732_12in_Kokori-Eriemu_deliveryline_at_Oteri_Photos.pdf,Recovery of spilled volume  commenced on 22nd March 2012 and was completed 26th March 2012. Initial cleanup of residual impacted area commenced on 9th April  2012 and was completed on 30th April 2012,Land,Site certification was completed on 4th May 2012.,march,22-Mar-12,306.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/791732_12in_Kokori-Eriemu_deliveryline_at_Oteri_JIV.pdf,2012,Sabotage/Theft
02-Apr-12,Utorogu Well 21S,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/792975_UtoroguWell21S_at_Otor-Udu_Photos.pdf,No recoverable oil was found on site Initial cleanup of residual impacted area commenced on 12th April  2012 and was completed 30th May 2012,Land,Initial cleanup was delayed due to community agitation over the cleanup contract. Issue was subsequently resolved. Site certification was completed on 1st August 2012.,march,23-Mar-12,1.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/792975_UtoroguWell21S_at_Otor-Udu_JIV.pdf,2012,Sabotage/Theft
28-Mar-12,"24"" Bomu - Bonny Pipeline at Mogho",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/792943_24in_Bomu-Bonny_pipeline_at_Mogho_Photos.pdf,No recoverable oil was found on site. ,Land,Initial cleanup of residual impacted area was completed on 28th March 2012. Remediation ongoing. Site certification planned for October 2012.,march,26-Mar-12,1.3,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/792943_24in_Bomu-Bonny_pipeline_at_Mogho_JIV.pdf,2012,Sabotage/Theft
27-Mar-12,"24"" Nkpoku - Bomu Trunkline at Bera ",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/793032_24in_Nkpoku-Bomu_pipeline_at_Bera_Photos.pdf,Recovery of spilled volume was completed on 27th March 2012. ,Land,Initial cleanup of residual impacted area was completed on 27th March 2012. Remediation is ongoing. Site certification planned for October 2012.,march,26-Mar-12,2.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/793032_24in_Nkpoku-Bomu_pipeline_at_Bera_JIV.pdf,2012,Sabotage/Theft
20-Apr-12,10” Diebu Creek delivery line at Oporoma,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/793649_10in_DiebuCreek-NunRiver_pipeline_at_Oporoma_Photos.pdf,Recovery of spilled volume commenced  1st April 2012 and was completed on 3rd May 2012. Initial Cleanup of residual impacted area was completed on 14th June 2012.,Swamp,"Remediation is ongoing, Site certification now planned for December 2012 due to flooding.",march,27-Mar-12,176,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/793649_10in_DiebuCreek-NunRiver_pipeline_at_Oporoma_JIV.pdf,2012,Operational
4-Apr-12,Ubie Well 9S Flowline at Ubie,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/794459_Ubie_Well9S_flowline_at_Idu-Ekpeye_Photos.pdf,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 25th May 2012.,Land,Site certification was completed on 13th August 2012.,march,28-Mar-12,1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/794459_Ubie_Well9S_flowline_at_Idu-Ekpeye_JIV.pdf,2012,Sabotage/Theft
30-Mar-12,"8"" Umuechem - Nkpoku delivery line at Umuechem ",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/794396_8in_Umuechem-Nkpoku_pipeline_at_Umuechem_Photos.pdf,Recovery of spilled volume was completed on 30th March 2012. Initial cleanup of residual impacted area was completed on 4th May 2012.,Land,"Site re-impacted by a new spill at the same location. Closed. Re-impact to be worked as the 8"" Umuechem - Nkpoku delivery line incident at Umuechem of 20th July 2012.",march,29-Mar-12,9.1,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/794396_8in_Umuechem-Nkpoku_pipeline_at_Umuechem_JIV.pdf,2012,Sabotage/Theft
JIVDATE,INCIDENTSITE,IMAGES1,CLEANUPCOMPLETED,TERRAIN,COMMENTS,month,DATEREPORTED,SPILLVOLUME,JIVREPORT,year,CAUSE
7-Apr-12,"16"" Egbema - Assa Trunkline at Assa ",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/798452_16in_Egbema-Assa_pipeline_at_Assa_Photos.pdf,Recovery of spilled volume was completed on 5th April 2012. Initial Cleanup of residual impacted area was completed on 27th April 2012.,Land,Site certification was completed on 13th August  2012. ,april,5-Apr-12,0.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/798452_16in_Egbema-Assa_pipeline_at_Assa_JIV.pdf,2012,Operational
13-Apr-12,"8"" Etelebou - Kolo-Creek Pipeline at Biogbolo. ",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/800043_8in_Etelebou-Kolocreek_pipeline_at_Biogbolo_Photos.pdf,Recovery of spilled volume commenced on 13th April 2012 and was completed on 30th April 2012.  Initial Cleanup of residual impacted area was completed on 25th May 2012.,Swamp,"Recovery interrupted from 13th to 24th of April due to community disturbances. Remediation is ongoing, Site certification now planned for November 2012.",april,7-Apr-12,5.7,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/800043_8in_Etelebou-Kolocreek_pipeline_at_Biogbolo_JIV.pdf,2012, Operational
17-Apr-12,KoloCreek Well 3T Flowline at Otuasega,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/802195_KoloCreek_well3T_flowline_at_Otuasega_Photos.pdf,Recovery of spilled volume was completed on 25th April 2012. Initial Cleanup of residual impacted area was completed on 31st May 2012. Remediation was completed on 11th June 2012.,Land,Site Certification completed on 19th September 2012.,april,12-Apr-12,3.9,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/802195_KoloCreek_well3T_flowline_at_Otuasega_JIV.pdf,2012,Sabotage/Theft
17-Apr-12,"12"" Imo-River - Ogale Pipeilne at Owaza. ",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/802112_12in_ImoRiver-Ogale_pipeline_at_Owaza_Photos.pdf,Recovery of spilled volume was completed on 21st April 2012.Initial Cleanup of residual impacted area was completed on 14th May 2012.,Land,"Remediation is ongoing, Site certification now planned for October 2012.",april,16-Apr-12,493.2,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/802112_12in_ImoRiver-Ogale_pipeline_at_Owaza_JIV.pdf,2012,Sabotage/Theft
7-May-12,Bomu Manifold at K-dere,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/807260_Bomu_Manifold_at_K-Dere_Photos.pdf,No recoverable oil was found on site.,Land,"JIV delayed because the initial incident report indicated that there was no impact on the external environment. Initial cleanup of residual impacted area now planned for completion in November 2012, due to the heavy rains, flooding, difficulty of access to site and protracted community contracting.",april,19-Apr-12,5.8,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/807260_Bomu_Manifold_at_K-Dere_JIV.pdf,2012,Operational
26-Apr-12,"4"" Nkali Well 10L Flowline at Odagwa 2",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/809775_4in_Nkali_Well10L_flowline_at_Odagwa2_Photos.pdf,No recoverable oil was found on site.,Land,Initial cleanup of residual impacted area now planned for completion in October 2012.,april,20-Apr-12,3.9,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/809775_4in_Nkali_Well10L_flowline_at_Odagwa2_JIV.pdf,2012,Sabotage/Theft
12-May-12,"24"" Nembecreek - Cawthorne channel Pipeline near Tora Manifold ",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/804170_24in_NCTL_near_Tora_Manifold_at_Bassambiri_Photos.pdf,Recovery of spilled volume commenced on 12th May 2012 and was completed on 31st May 2012. Initial cleanup of residual impacted area completed 22nd August 2012.,Swamp,JIV delayed due to construction of a Cofferdam for access to the spill point.  Remediation was completed 30th August 2012. Site certification planned for October 2012.,april,20-Apr-12,118.5,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/804170_24in_NCTL_near_Tora_Manifold_at_Bassambiri_JIV.pdf,2012,Sabotage/Theft
24-Apr-12,"12"" Imo-River - Ogale Pipeilne at Owaza.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/805170_12in_ImoRiver2_pipeline_at_Owaza_Photos.pdf,Recovery of spilled volume was completed on 25th April 2012. Initial Cleanup of residual impacted area was completed on 14th May 2012.,Land,"Remediation is ongoing, Site certification now planned for October 2012.",april,23-Apr-12,0.52,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/805170_12in_ImoRiver2_pipeline_at_Owaza_JIV.pdf,2012,Sabotage/Theft
